,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Toronto Raptors*,72,241.4,37.8,88.3,0.428,13.1,38.9,0.337,24.7,49.5,0.499,17.8,23.2,0.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5
1,2.0,Boston Celtics*,72,242.1,38.4,87.1,0.441,11.8,34.8,0.34,26.6,52.3,0.508,18.8,24.5,0.767,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3
2,3.0,Indiana Pacers*,73,241.4,39.5,88.5,0.446,11.5,33.6,0.341,28.0,54.8,0.511,17.0,21.6,0.788,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5
3,4.0,Los Angeles Lakers*,71,240.7,39.1,87.1,0.448,11.6,33.4,0.349,27.4,53.7,0.51,17.9,22.9,0.781,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6
4,5.0,Orlando Magic*,73,240.7,40.4,86.9,0.465,12.2,33.6,0.364,28.2,53.3,0.529,15.3,19.8,0.771,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3
5,6.0,Philadelphia 76ers*,73,241.0,39.8,86.0,0.463,10.4,29.4,0.353,29.4,56.5,0.52,18.4,24.5,0.751,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4
6,7.0,Oklahoma City Thunder*,72,242.1,40.8,89.6,0.455,11.3,33.3,0.34,29.5,56.4,0.523,15.5,19.6,0.795,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4
7,8.0,Milwaukee Bucks*,73,241.0,38.9,94.0,0.414,14.0,39.3,0.355,25.0,54.7,0.457,16.7,21.2,0.787,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6
8,9.0,Utah Jazz*,72,241.0,40.7,89.1,0.457,11.0,31.0,0.353,29.7,58.1,0.512,16.5,21.5,0.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8
9,10.0,Miami Heat*,73,243.1,38.8,86.7,0.448,13.1,37.7,0.347,25.7,48.9,0.525,18.4,23.6,0.783,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1
10,11.0,Denver Nuggets*,73,243.1,40.0,86.5,0.463,12.1,33.9,0.358,27.9,52.6,0.53,17.1,22.5,0.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2
11,12.0,Charlotte Hornets,65,242.3,41.7,87.5,0.476,12.4,35.1,0.352,29.3,52.5,0.558,14.0,18.4,0.758,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6
12,13.0,Los Angeles Clippers*,72,241.4,39.5,90.2,0.438,12.3,35.6,0.345,27.2,54.6,0.499,18.5,24.5,0.756,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9
13,14.0,Chicago Bulls,65,241.2,39.5,82.5,0.479,11.2,31.6,0.353,28.3,50.9,0.557,19.7,26.0,0.759,10.2,35.4,45.5,25.4,8.2,5.9,18.3,19.2,109.9
14,15.0,Detroit Pistons,66,241.9,41.9,87.3,0.48,10.7,29.6,0.361,31.3,57.8,0.541,16.2,20.9,0.777,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8
15,16.0,Sacramento Kings,72,242.4,40.3,85.5,0.471,12.4,34.8,0.357,27.8,50.7,0.549,19.2,24.3,0.79,9.1,34.5,43.5,24.9,7.7,4.2,15.2,19.5,112.1
16,17.0,Dallas Mavericks*,75,242.3,41.9,91.6,0.458,12.3,34.9,0.351,29.7,56.7,0.523,16.0,21.0,0.76,10.4,35.0,45.4,23.9,7.0,4.1,11.9,21.3,112.1
17,18.0,Brooklyn Nets*,72,242.8,41.4,92.9,0.446,12.2,34.8,0.35,29.2,58.1,0.503,17.4,22.6,0.769,10.6,35.3,45.9,22.6,7.7,5.3,12.8,21.1,112.3
18,19.0,New York Knicks,66,241.9,39.9,86.0,0.463,13.3,34.9,0.381,26.6,51.1,0.52,19.2,25.7,0.749,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3
19,20.0,Phoenix Suns,73,241.0,41.2,87.4,0.472,11.6,32.0,0.363,29.6,55.4,0.535,19.3,24.5,0.788,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4
20,21.0,Memphis Grizzlies,73,240.7,40.6,90.3,0.45,12.9,35.3,0.365,27.7,55.0,0.504,19.6,25.0,0.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7
21,22.0,Houston Rockets*,72,241.4,42.3,91.5,0.462,12.2,35.0,0.349,30.1,56.5,0.532,18.0,23.7,0.761,11.2,36.7,47.9,25.3,8.0,4.9,16.2,21.0,114.8
22,23.0,Cleveland Cavaliers,65,241.9,43.9,89.4,0.491,12.4,33.0,0.375,31.5,56.4,0.558,14.7,19.2,0.767,9.7,33.1,42.9,26.1,9.4,6.3,13.0,19.6,114.8
23,24.0,Golden State Warriors,65,241.9,42.2,88.6,0.476,13.5,34.8,0.389,28.7,53.8,0.533,17.1,21.9,0.783,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0
24,25.0,San Antonio Spurs,71,242.5,42.3,90.2,0.469,13.1,35.1,0.373,29.2,55.1,0.53,17.4,22.5,0.777,9.4,35.9,45.3,25.7,6.8,4.3,13.2,20.1,115.2
25,26.0,Portland Trail Blazers*,74,241.0,41.8,91.6,0.456,13.6,35.4,0.383,28.2,56.2,0.501,19.1,24.7,0.771,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1
26,27.0,New Orleans Pelicans,72,242.1,42.7,91.8,0.465,12.2,33.9,0.361,30.5,58.0,0.526,19.4,24.7,0.789,10.1,34.7,44.8,24.5,8.5,4.8,14.5,21.1,117.1
27,28.0,Minnesota Timberwolves,64,243.1,43.1,90.4,0.477,11.6,31.9,0.363,31.6,58.5,0.539,19.7,25.2,0.783,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5
28,29.0,Washington Wizards,72,241.0,43.1,88.4,0.488,12.4,33.1,0.376,30.7,55.2,0.555,20.4,26.3,0.778,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1
29,30.0,Atlanta Hawks,67,243.0,43.3,90.7,0.478,11.9,32.7,0.363,31.4,58.0,0.542,21.2,27.4,0.772,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7
30,1.0,Indiana Pacers*,82,240.3,38.7,86.1,0.45,11.4,32.1,0.354,27.4,54.0,0.507,15.8,21.0,0.756,10.5,33.1,43.7,24.5,7.4,5.2,15.7,20.0,104.7
31,2.0,Miami Heat,82,240.6,38.3,86.8,0.441,11.9,33.1,0.358,26.4,53.6,0.493,17.5,22.7,0.769,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9
32,3.0,Memphis Grizzlies,82,242.4,37.6,83.4,0.451,11.6,32.2,0.36,26.0,51.2,0.508,19.3,24.7,0.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1
33,4.0,Utah Jazz*,82,240.9,40.0,88.5,0.452,9.8,27.7,0.355,30.1,60.7,0.496,16.7,22.2,0.753,8.9,33.7,42.6,21.6,8.5,4.6,13.9,22.4,106.5
34,5.0,Orlando Magic*,82,241.2,39.9,87.6,0.456,10.5,30.2,0.347,29.5,57.4,0.513,16.3,20.9,0.778,9.0,35.6,44.6,23.1,7.0,4.4,13.0,18.7,106.6
35,6.0,Denver Nuggets*,82,240.6,39.6,86.4,0.458,10.8,31.9,0.339,28.8,54.5,0.528,16.7,22.2,0.753,9.7,32.7,42.5,24.6,7.4,5.0,13.5,20.4,106.7
36,7.0,Detroit Pistons*,82,242.1,39.9,85.0,0.469,9.6,27.8,0.345,30.3,57.2,0.53,17.9,23.7,0.755,9.1,34.6,43.7,23.7,6.9,5.1,14.1,21.3,107.3
37,8.0,Boston Celtics*,82,241.2,39.5,88.1,0.448,11.5,33.5,0.344,28.0,54.6,0.513,17.4,22.8,0.764,10.4,35.5,45.9,23.7,6.8,3.9,15.1,19.5,108.0
38,9.0,Toronto Raptors*,82,242.4,40.3,89.7,0.449,10.8,31.2,0.345,29.5,58.5,0.505,17.1,22.3,0.765,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4
39,10.0,Houston Rockets*,82,241.8,40.4,86.7,0.466,10.1,29.8,0.34,30.3,56.9,0.532,18.2,23.7,0.768,11.0,34.5,45.4,23.5,7.4,4.5,15.0,20.0,109.1
40,11.0,Milwaukee Bucks*,82,241.2,40.5,93.5,0.433,13.1,36.3,0.361,27.4,57.2,0.479,15.1,20.7,0.733,9.9,35.4,45.3,24.8,6.8,4.8,13.4,20.2,109.3
41,12.0,San Antonio Spurs*,82,241.5,41.5,89.7,0.463,11.7,32.7,0.359,29.8,57.0,0.522,15.2,20.2,0.755,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0
42,13.0,Dallas Mavericks,82,241.2,40.9,89.2,0.459,11.2,32.5,0.344,29.7,56.7,0.525,17.1,22.0,0.777,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1
43,14.0,Portland Trail Blazers*,82,242.1,41.1,90.0,0.457,10.7,29.8,0.359,30.4,60.3,0.505,17.5,22.8,0.77,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5
44,15.0,Oklahoma City Thunder*,82,242.1,40.8,88.7,0.46,11.2,31.6,0.356,29.5,57.1,0.517,18.3,24.0,0.761,9.9,35.8,45.7,24.9,8.2,5.1,16.7,22.5,111.1
45,16.0,Golden State Warriors*,82,241.5,40.4,91.1,0.444,11.6,33.6,0.347,28.8,57.5,0.5,18.7,24.2,0.773,10.8,33.5,44.3,24.3,7.7,3.6,13.5,19.5,111.2
46,17.0,Charlotte Hornets,82,241.8,41.9,89.2,0.47,12.1,33.5,0.361,29.8,55.6,0.536,15.9,20.2,0.787,10.1,35.7,45.8,26.0,6.9,6.0,13.5,20.6,111.8
47,18.0,Brooklyn Nets*,82,243.7,42.2,92.5,0.456,10.3,30.3,0.341,31.9,62.1,0.513,17.6,22.8,0.77,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3
48,19.0,Philadelphia 76ers*,82,241.5,41.7,91.5,0.455,10.3,30.0,0.342,31.4,61.5,0.511,18.8,24.5,0.768,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5
49,20.0,Chicago Bulls,82,242.7,42.2,89.2,0.473,12.1,33.0,0.365,30.2,56.2,0.537,16.8,22.0,0.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.4
50,21.0,Los Angeles Lakers,82,241.2,41.9,92.8,0.452,11.8,34.0,0.349,30.1,58.9,0.511,17.8,22.7,0.784,11.3,35.6,46.9,25.0,8.3,5.1,14.2,20.8,113.5
51,22.0,New York Knicks,82,241.2,41.9,89.7,0.467,11.8,32.6,0.363,30.1,57.1,0.527,18.2,23.8,0.766,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8
52,23.0,Minnesota Timberwolves,82,241.8,42.1,90.1,0.467,12.7,33.6,0.378,29.4,56.5,0.52,17.1,22.3,0.767,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0
53,24.0,Cleveland Cavaliers,82,240.9,43.2,87.2,0.495,12.0,31.6,0.38,31.2,55.6,0.561,15.8,20.5,0.77,9.5,34.6,44.1,25.7,6.9,5.6,12.5,19.4,114.1
54,25.0,Los Angeles Clippers*,82,241.8,41.7,91.3,0.457,10.4,30.2,0.343,31.4,61.1,0.513,20.5,26.3,0.777,11.3,34.5,45.7,24.1,8.3,6.1,13.2,24.0,114.3
55,26.0,Sacramento Kings,82,240.6,42.3,90.6,0.466,12.0,34.6,0.348,30.2,56.0,0.54,18.8,24.4,0.77,11.2,36.8,48.0,24.7,7.5,5.1,15.9,21.4,115.3
56,27.0,New Orleans Pelicans,82,240.9,43.3,92.8,0.466,12.3,33.7,0.364,31.0,59.1,0.525,17.9,23.5,0.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8
57,28.0,Phoenix Suns,82,242.4,42.5,88.2,0.482,11.1,29.9,0.372,31.3,58.2,0.538,20.8,27.6,0.753,11.8,35.3,47.2,25.9,9.0,5.0,15.7,20.7,116.8
58,29.0,Washington Wizards,82,243.0,43.4,90.5,0.48,12.1,32.8,0.37,31.3,57.7,0.542,18.0,23.1,0.778,11.4,35.8,47.3,26.2,7.7,4.6,15.8,21.2,116.9
59,30.0,Atlanta Hawks,82,242.1,42.8,90.5,0.473,12.4,34.4,0.359,30.4,56.1,0.543,21.5,28.3,0.758,10.6,35.4,46.0,26.9,9.9,5.5,15.0,22.2,119.4
60,1.0,Utah Jazz*,82,240.9,37.3,83.0,0.449,9.5,26.0,0.365,27.8,57.0,0.488,15.8,20.5,0.771,8.7,33.0,41.6,20.0,8.3,4.6,14.9,20.5,99.8
61,2.0,San Antonio Spurs*,82,240.6,38.2,84.3,0.453,9.1,26.3,0.348,29.0,58.0,0.501,14.3,18.9,0.759,9.2,33.3,42.5,21.8,7.6,3.9,14.1,19.7,99.8
62,3.0,Boston Celtics*,82,241.5,37.4,85.0,0.44,9.4,27.7,0.339,28.0,57.4,0.488,16.3,21.3,0.763,9.6,34.2,43.8,21.3,7.2,4.4,14.1,19.2,100.4
63,4.0,Miami Heat*,82,243.0,37.7,83.8,0.45,9.6,26.6,0.36,28.1,57.2,0.491,18.0,23.0,0.783,9.1,34.0,43.1,21.0,7.5,4.6,14.1,19.4,102.9
64,5.0,Portland Trail Blazers*,82,240.9,38.4,85.9,0.447,9.7,26.6,0.364,28.7,59.3,0.484,16.6,22.0,0.755,9.3,33.6,42.9,20.2,7.3,5.1,12.6,19.1,103.0
65,6.0,Toronto Raptors*,82,241.8,38.4,85.6,0.449,8.9,25.0,0.357,29.5,60.6,0.486,18.2,23.7,0.767,9.8,32.6,42.4,21.8,7.2,4.9,14.3,19.9,103.9
66,7.0,Detroit Pistons,82,241.5,39.1,85.2,0.459,11.1,30.8,0.359,28.0,54.4,0.515,14.6,18.9,0.776,9.2,34.5,43.8,25.2,7.3,4.9,14.8,18.4,103.9
67,8.0,Houston Rockets*,82,240.9,39.6,85.6,0.462,10.1,28.8,0.351,29.5,56.7,0.519,14.6,19.6,0.746,8.7,33.4,42.0,22.4,7.4,4.4,14.6,20.4,103.9
68,9.0,Indiana Pacers*,82,240.9,39.4,84.8,0.465,10.6,30.4,0.349,28.8,54.4,0.53,14.8,19.5,0.757,10.2,32.8,43.0,23.2,7.0,5.2,15.5,18.5,104.2
69,10.0,Oklahoma City Thunder*,82,241.8,38.5,84.0,0.458,11.2,30.6,0.367,27.3,53.4,0.511,16.2,21.1,0.769,9.5,32.6,42.2,23.3,7.7,4.6,16.0,21.3,104.4
70,11.0,Philadelphia 76ers*,82,241.2,38.0,87.6,0.434,10.1,29.6,0.342,27.9,58.0,0.482,19.1,25.6,0.745,10.0,32.2,42.2,21.7,8.5,5.1,14.3,20.4,105.3
71,12.0,Dallas Mavericks,82,241.5,39.3,83.8,0.469,10.7,29.4,0.363,28.6,54.4,0.526,16.2,21.4,0.757,8.8,36.9,45.8,23.5,7.2,4.5,13.7,19.6,105.4
72,13.0,Memphis Grizzlies,82,240.3,37.1,80.3,0.462,10.7,29.0,0.368,26.5,51.3,0.516,20.6,26.8,0.769,9.5,33.0,42.5,22.1,8.1,5.1,14.8,20.4,105.5
73,14.0,Sacramento Kings,82,240.9,38.7,82.4,0.47,11.9,31.5,0.377,26.8,50.9,0.527,16.4,21.5,0.765,9.1,34.7,43.8,23.6,7.8,4.7,14.3,17.3,105.8
74,15.0,Washington Wizards*,82,242.1,39.0,84.4,0.462,10.2,29.2,0.349,28.8,55.2,0.522,17.9,23.5,0.761,9.8,32.7,42.5,22.3,7.8,4.7,14.9,20.0,106.0
75,16.0,Milwaukee Bucks*,82,241.8,39.1,83.7,0.468,10.1,27.1,0.372,29.0,56.6,0.513,18.4,23.5,0.783,10.0,32.8,42.7,23.6,7.1,4.5,15.6,19.9,106.8
76,17.0,Minnesota Timberwolves*,82,241.5,40.2,84.7,0.475,10.9,29.6,0.366,29.4,55.0,0.534,16.0,20.5,0.779,9.8,32.0,41.8,23.9,6.5,4.7,15.1,20.9,107.3
77,18.0,Golden State Warriors*,82,240.6,40.2,90.0,0.447,10.4,29.2,0.357,29.8,60.8,0.49,16.7,22.0,0.758,10.9,31.6,42.5,23.6,8.7,3.7,14.3,18.5,107.5
78,19.0,Charlotte Hornets,82,241.2,41.1,87.8,0.468,11.3,30.1,0.375,29.8,57.7,0.516,14.5,18.2,0.795,8.4,35.3,43.7,24.7,6.6,4.9,13.6,22.4,108.0
79,20.0,New York Knicks,82,241.8,39.4,86.3,0.457,11.2,30.4,0.368,28.2,55.9,0.505,18.0,23.2,0.774,10.2,33.0,43.2,24.0,8.2,4.7,13.4,18.4,108.0
80,21.0,Orlando Magic,82,240.6,40.9,87.5,0.468,10.0,27.6,0.362,30.9,60.0,0.516,16.4,21.2,0.773,10.6,35.3,45.9,24.4,7.8,4.9,14.2,19.0,108.2
81,22.0,Denver Nuggets,82,242.4,41.3,86.7,0.476,10.9,28.8,0.378,30.4,57.9,0.525,15.0,20.4,0.738,9.8,31.9,41.6,24.7,8.0,4.8,13.8,20.7,108.5
82,23.0,Atlanta Hawks,82,240.3,40.7,86.7,0.469,11.6,30.7,0.377,29.1,56.0,0.52,15.9,20.6,0.772,10.3,34.0,44.2,26.1,8.7,5.5,15.1,20.3,108.8
83,24.0,Los Angeles Clippers,82,240.3,40.2,87.7,0.458,10.7,30.2,0.356,29.5,57.5,0.512,17.8,22.7,0.782,10.6,33.0,43.6,24.6,8.5,5.6,14.1,22.0,109.0
84,25.0,Los Angeles Lakers,82,242.7,41.0,89.9,0.456,10.4,30.1,0.346,30.6,59.8,0.512,17.1,22.5,0.761,10.2,34.6,44.8,23.6,8.3,5.5,14.3,20.5,109.6
85,26.0,Cleveland Cavaliers*,82,240.6,41.8,88.3,0.474,11.7,31.7,0.368,30.2,56.6,0.533,14.6,19.4,0.756,9.9,33.7,43.6,25.9,7.5,4.1,13.5,20.7,109.9
86,27.0,Chicago Bulls,82,242.1,41.0,86.8,0.472,12.1,32.7,0.37,28.9,54.1,0.534,15.9,20.2,0.787,8.4,37.2,45.7,25.9,7.2,5.2,13.6,17.4,110.0
87,28.0,Brooklyn Nets,82,242.1,41.7,89.4,0.466,9.0,24.5,0.369,32.6,64.9,0.503,17.9,23.4,0.766,10.4,36.4,46.8,21.7,7.7,5.5,12.4,19.7,110.3
88,29.0,New Orleans Pelicans*,82,243.4,41.7,91.9,0.454,10.9,30.6,0.355,30.9,61.3,0.503,16.1,20.5,0.784,10.8,34.7,45.5,23.7,8.2,4.2,14.5,20.4,110.4
89,30.0,Phoenix Suns,82,240.3,41.8,88.7,0.471,10.9,29.2,0.373,30.9,59.5,0.519,18.8,24.6,0.766,10.4,35.4,45.9,23.3,8.7,6.0,13.4,20.9,113.3
90,1.0,Utah Jazz*,82,240.9,36.3,82.0,0.443,8.2,22.9,0.358,28.1,59.1,0.476,16.0,20.7,0.769,9.0,31.1,40.2,17.8,7.3,3.8,12.1,20.2,96.8
91,2.0,San Antonio Spurs*,82,241.5,37.0,83.4,0.443,8.1,23.7,0.344,28.8,59.7,0.483,16.0,20.8,0.771,9.8,31.7,41.5,21.4,7.5,4.1,14.4,19.8,98.1
92,3.0,Memphis Grizzlies*,82,242.7,34.9,78.8,0.443,9.9,28.0,0.354,25.0,50.8,0.492,20.2,26.9,0.753,9.3,32.8,42.1,20.1,7.0,5.0,14.3,20.8,100.0
93,4.0,Dallas Mavericks,82,241.2,37.0,79.0,0.469,9.6,25.3,0.38,27.4,53.7,0.51,17.2,22.3,0.772,8.9,35.6,44.5,21.3,6.5,3.4,14.9,19.4,100.8
94,5.0,Miami Heat,82,241.2,37.9,84.2,0.45,7.8,22.7,0.343,30.1,61.5,0.49,18.5,23.7,0.782,10.2,33.4,43.6,19.6,6.8,4.9,13.7,18.7,102.1
95,6.0,Chicago Bulls*,82,241.2,39.5,86.6,0.456,8.9,25.9,0.345,30.5,60.7,0.503,14.6,19.0,0.77,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4
96,7.0,Detroit Pistons,82,241.5,38.3,83.3,0.46,9.4,25.6,0.366,29.0,57.7,0.502,16.4,21.0,0.78,8.0,34.9,42.9,23.5,6.7,4.1,12.8,17.5,102.5
97,8.0,Toronto Raptors*,82,241.2,37.2,82.9,0.449,9.7,27.3,0.354,27.5,55.6,0.495,18.5,23.8,0.78,10.1,31.9,42.1,21.8,6.7,4.8,14.6,20.3,102.6
98,9.0,Milwaukee Bucks*,82,241.2,38.0,83.0,0.458,10.0,28.2,0.353,28.0,54.8,0.512,17.9,23.2,0.771,10.3,32.1,42.5,24.1,7.4,4.6,14.7,19.3,103.8
99,10.0,Atlanta Hawks*,82,242.4,38.8,87.3,0.444,10.9,30.5,0.357,27.9,56.7,0.491,15.6,20.2,0.772,10.7,33.2,43.9,23.4,9.0,5.2,15.4,21.6,104.0
100,11.0,Golden State Warriors*,82,241.2,38.8,89.2,0.435,9.0,27.8,0.324,29.8,61.4,0.485,17.7,23.2,0.761,11.7,31.8,43.5,22.7,8.6,3.8,15.5,19.4,104.3
101,12.0,Los Angeles Clippers*,82,240.9,38.6,85.4,0.452,9.2,26.3,0.35,29.4,59.1,0.497,18.0,23.4,0.772,10.2,32.9,43.1,23.1,7.0,3.1,13.2,22.4,104.4
102,13.0,Charlotte Hornets,82,241.8,39.5,86.5,0.456,11.6,31.4,0.369,27.9,55.1,0.506,14.2,18.2,0.776,8.9,35.5,44.4,24.5,6.6,5.5,13.1,19.9,104.7
103,14.0,Indiana Pacers*,82,242.1,38.0,84.3,0.451,10.4,29.1,0.355,27.6,55.1,0.501,19.0,24.1,0.789,10.7,33.5,44.3,22.3,8.1,5.0,14.9,19.5,105.3
104,15.0,Boston Celtics*,82,240.9,38.6,85.8,0.45,9.0,27.0,0.332,29.7,58.8,0.505,19.1,24.9,0.769,10.8,33.8,44.5,22.6,7.6,5.2,13.9,20.3,105.4
105,16.0,Oklahoma City Thunder*,82,241.5,39.2,85.3,0.459,8.8,24.8,0.356,30.4,60.5,0.502,18.6,24.3,0.764,9.1,31.5,40.6,21.4,8.5,5.5,13.8,20.7,105.8
106,17.0,New Orleans Pelicans,82,242.7,40.1,89.0,0.45,10.5,29.8,0.353,29.5,59.2,0.499,15.8,20.7,0.762,10.6,37.7,48.3,23.4,7.4,4.2,14.0,19.3,106.4
107,18.0,Minnesota Timberwolves,82,241.5,39.6,83.3,0.475,9.9,27.0,0.366,29.7,56.3,0.528,17.6,22.9,0.768,9.8,30.6,40.4,23.1,7.7,5.0,14.3,20.5,106.7
108,19.0,Sacramento Kings,82,242.4,38.5,83.2,0.462,10.9,30.0,0.364,27.5,53.2,0.517,18.9,24.2,0.778,10.1,32.8,42.9,23.7,8.5,5.1,14.0,20.1,106.7
109,20.0,Cleveland Cavaliers*,82,242.4,40.6,88.8,0.458,10.4,28.7,0.361,30.3,60.1,0.504,15.5,20.0,0.773,11.0,33.2,44.2,24.7,7.3,4.3,12.6,20.6,107.2
110,21.0,Washington Wizards*,82,242.1,39.7,85.1,0.466,9.9,27.1,0.364,29.8,58.0,0.514,18.2,24.2,0.751,10.6,32.5,43.0,22.8,7.4,4.6,15.3,19.8,107.4
111,22.0,Orlando Magic,82,241.5,40.3,86.4,0.467,9.7,26.4,0.367,30.6,60.0,0.51,17.4,22.7,0.766,9.7,35.8,45.5,23.6,7.6,5.1,13.0,18.7,107.6
112,23.0,New York Knicks,82,242.1,39.7,87.4,0.455,9.8,28.2,0.348,29.9,59.1,0.506,18.7,24.2,0.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108.0
113,24.0,Philadelphia 76ers,82,241.8,39.6,85.9,0.461,8.9,24.9,0.357,30.7,61.0,0.503,20.1,26.0,0.773,10.8,34.2,45.0,22.7,8.6,5.4,15.1,19.6,108.1
114,25.0,Portland Trail Blazers*,82,243.0,39.2,86.2,0.455,9.3,25.1,0.37,29.9,61.1,0.489,20.8,26.5,0.785,10.1,33.9,44.0,20.6,7.7,5.3,12.8,19.8,108.5
115,26.0,Houston Rockets*,82,241.2,41.2,88.9,0.463,10.0,29.1,0.343,31.2,59.7,0.522,17.3,22.2,0.778,10.7,33.4,44.1,24.1,8.5,5.0,15.1,20.4,109.6
116,27.0,Denver Nuggets,82,240.9,42.1,88.4,0.477,9.9,26.3,0.375,32.3,62.1,0.519,17.1,21.9,0.782,9.4,31.4,40.8,24.0,8.3,4.9,12.0,20.2,111.2
117,28.0,Los Angeles Lakers,82,240.3,41.5,86.0,0.483,10.1,27.4,0.37,31.4,58.6,0.536,18.3,24.0,0.762,10.3,34.2,44.4,25.7,8.5,5.4,14.5,18.5,111.5
118,29.0,Brooklyn Nets,82,240.9,41.6,90.8,0.458,10.0,27.2,0.366,31.7,63.6,0.498,19.3,25.0,0.772,11.0,36.2,47.2,23.0,9.5,5.6,13.3,20.4,112.5
119,30.0,Phoenix Suns,82,241.8,40.2,86.2,0.467,10.1,26.3,0.382,30.2,59.9,0.504,22.8,29.1,0.783,10.2,33.8,44.0,22.2,8.1,5.3,14.9,22.2,113.3
120,1.0,San Antonio Spurs*,82,240.3,35.7,81.8,0.436,6.6,19.9,0.331,29.1,61.9,0.47,14.9,19.6,0.758,9.1,31.4,40.5,20.8,7.2,3.9,14.8,19.5,92.9
121,2.0,Utah Jazz,82,243.4,35.6,79.9,0.446,7.9,22.2,0.357,27.7,57.7,0.48,16.8,22.5,0.746,9.3,30.8,40.1,19.1,8.0,4.7,14.0,19.9,95.9
122,3.0,Toronto Raptors*,82,241.2,36.5,82.1,0.444,8.7,23.4,0.373,27.7,58.7,0.473,16.5,22.1,0.748,9.5,31.2,40.8,21.7,6.5,5.4,13.3,22.0,98.2
123,4.0,Cleveland Cavaliers*,82,242.1,36.8,82.1,0.448,7.9,22.7,0.347,28.9,59.4,0.487,16.8,22.6,0.743,9.3,31.8,41.0,21.4,7.2,4.4,13.3,20.6,98.3
124,5.0,Miami Heat*,82,241.8,37.2,84.3,0.442,7.4,21.2,0.347,29.9,63.1,0.474,16.5,21.5,0.77,9.8,31.5,41.3,20.2,7.5,4.1,12.9,19.6,98.4
125,6.0,Atlanta Hawks*,82,241.8,37.1,86.1,0.432,8.3,24.5,0.338,28.9,61.6,0.469,16.7,22.1,0.755,11.5,35.0,46.5,22.0,8.6,5.0,16.1,18.3,99.2
126,7.0,Los Angeles Clippers*,82,241.8,36.8,84.7,0.434,7.9,23.3,0.338,28.9,61.4,0.471,18.8,25.1,0.751,11.8,34.9,46.7,21.2,7.1,3.2,15.4,22.5,100.2
127,8.0,Indiana Pacers*,82,242.4,37.4,84.9,0.44,8.3,24.8,0.334,29.1,60.1,0.484,17.4,23.2,0.751,10.7,33.8,44.5,20.8,7.7,4.5,15.8,20.4,100.5
128,9.0,Charlotte Hornets*,82,242.1,37.8,85.0,0.444,8.9,25.4,0.349,28.9,59.6,0.485,16.3,21.2,0.769,8.9,35.8,44.7,23.2,6.7,5.5,13.5,20.4,100.7
129,10.0,New York Knicks,82,241.5,38.0,85.8,0.443,7.6,22.4,0.341,30.3,63.4,0.479,17.5,23.2,0.754,10.9,33.3,44.2,20.8,7.2,4.2,11.3,18.5,101.1
130,11.0,Memphis Grizzlies*,82,241.8,35.9,78.8,0.456,9.7,26.6,0.365,26.2,52.1,0.503,19.7,25.7,0.768,10.1,33.1,43.2,21.9,7.0,5.7,16.2,21.1,101.3
